"Station","CITY","API","PM10","PM2.5","SO2","NO2","O3","CO","P.DM","P.max","P.min","T.DM","T.max","T.min","RH.Mean","RH.min","Precip.Diurnal","WP.DM","WP.max","Sun.hours","date","Time","Class"
54511,"北京",-0.226543811776036,-0.565408212710381,-0.655190340114523,0.805434704192913,0.0804882182674192,-0.915202500085271,-0.147675512047684,1.67823254707612,1.63903240029059,1.78950819714945,-1.44249841165774,-1.5934994458129,-1.3032854903622,-1.20353199982695,-0.623313485393744,-0.15486268173412,-0.375572063294619,-0.903508595700111,-0.284322081149144,"2015-1-28","2015-1-28 20:00","B"
54511,"北京",1.53501888118462,1.1860590884467,1.10424916348241,4.85051947715514,2.16828097126492,-1.29636849386807,2.11459803978092,0.0476035109148228,0.724736181177942,-0.0236379831603261,-1.41548449239709,-1.3730465508345,-1.4410952847171,-0.607577044977016,-0.220630910738312,-0.15486268173412,-1.08495749526106,-1.21200905213367,-0.203133276085518,"2015-1-3","2015-1-3 20:00","E"
54511,"北京",-0.94829519291964,-0.909154131629059,-1.01507569312299,0.18987832569866,-0.963408158231333,-0.656554147161232,-0.644190320259202,1.82647155036351,1.68665199503604,1.72940390387951,-1.35245201412223,-1.40831901403104,-1.1654756960073,-1.50150947725191,-0.968469977955543,-0.15486268173412,0.33381336867182,0.577293595180982,0.527565969487113,"2015-1-30","2015-1-30 20:00","A"
54511,"北京",-0.226543811776036,-0.761834452092483,-0.855126647341447,0.541624827695376,-0.354468605273728,-0.806297930433044,-0.448491916121779,2.08341915606166,2.0199891582542,2.16015133898073,-1.44249841165774,-1.34659220343709,-1.42272064546978,-1.40218365144359,-0.968469977955543,-0.15486268173412,-0.730264779277838,-0.780108413126687,0.283999554296236,"2015-1-31","2015-1-31 20:00","A"
54511,"北京",2.10997337124817,1.59528042049274,1.61075447512396,4.93845610265432,3.21217734776368,-1.22830313783542,2.5395431459079,-0.0808702919342492,-0.122892605291077,0.106587985591205,-1.21738241781896,-0.932140760877694,-1.43190796509344,-0.408925393360372,-0.623313485393744,-0.15486268173412,-0.848495684605578,-1.08860886956025,-0.473762626297603,"2015-1-4","2015-1-4 20:00","E"
54511,"北京",-0.764799079069571,1.12058367531933,1.19755277352164,4.93845610265432,1.60283710066143,-0.67016721836776,2.54513452888325,0.195842514202214,0.667592667483401,0.126622750014517,-0.884210746937561,-0.720505981698427,-0.706109714824292,-0.756565783689499,-0.968469977955543,-0.15486268173412,2.22550785391566,2.24319605992221,-0.446699691276395,"2015-1-5","2015-1-5 20:00","E"
54511,"北京",-0.104213069209324,-0.729096745528799,-0.815139385896062,0.541624827695376,-0.615442699398416,-0.683780289574289,-0.542427150107742,1.05562873326908,0.943786317007014,1.14839573560345,-1.26240561658672,-1.34659220343709,-1.05522786052337,-1.60083530306024,-1.14104822423644,-0.15486268173412,0.806736989982779,1.74959532962851,0.20281074923261,"2015-1-6","2015-1-6 20:00","B"
54511,"北京",-0.16537844049268,-0.0579737609732839,-0.055381418433749,2.56416721417649,0.819914818287369,-1.06494628335708,0.698859870421053,1.23351553721395,1.13426469598882,1.23855217550836,-1.40647985264354,-1.39950089823191,-1.41353332584612,-0.756565783689499,-0.738365649581011,-0.15486268173412,-1.43965021124428,-0.841808504413399,0.0404331391053591,"2015-1-7","2015-1-7 20:00","C"
54511,"北京",1.4616204356446,0.825944316246175,0.664389287583179,3.3555968436691,1.95080255949435,-1.40527306352029,1.97257691220691,1.26316333787143,1.20093212863245,1.33872599762492,-1.40647985264354,-1.32895597183882,-1.3951586865988,0.733321603435331,0.0669994997298544,-0.15486268173412,-0.848495684605578,-1.21200905213367,-0.257259146127935,"2015-1-8","2015-1-8 20:00","D"
54511,"北京",-0.862663673122941,-0.843678718501692,-1.00174660597453,-0.689487929293128,-1.13739088764779,-0.656554147161232,-0.805222149949424,-0.456409100262306,-0.503849363254681,-0.414315889414918,0.29539706077766,0.275941103603952,0.515803795122497,-0.0116220901270842,-0.450735239112845,0.142553579690335,0.806736989982779,1.62619514705509,0.987635864847659,"2015-10-1","2015-10-1 20:00","A"
54511,"北京",-1.07062593548635,-0.974629544756426,-0.988417518826063,-0.689487929293128,-1.31137361706425,-0.833524072846101,-0.892447724364961,-0.0314572908384523,-0.122892605291077,-0.0336553653719823,-0.100807088378598,-0.30605453913903,0.111561731681454,-1.05454326111447,-0.508261321206478,-0.15486268173412,2.10727694858792,1.81129542091523,0.825258254720407,"2015-10-10","2015-10-10 20:00","A"
54511,"北京",-0.997227489946325,-0.941891838192743,-0.975088431677602,-0.689487929293128,-1.18088657000191,-0.520423435095948,-0.85778114991776,0.0179557102573447,-0.0943208484438071,0.116605367802861,0.340420259545416,0.25830487200568,0.405555959638576,-1.10420617401863,-0.450735239112845,-0.15486268173412,0.806736989982779,1.44109487319495,0.662880644593156,"2015-10-11","2015-10-11 20:00","A"
54511,"北京",-0.691400633529544,-0.876416425065376,-0.841797560192985,-0.601551303793949,-0.354468605273728,-0.411518865443721,-0.73253417126981,0.363846717927923,0.296159828468887,0.477231127422484,0.349424899298968,0.57575704077458,-0.026248062673447,-0.855891609497821,-0.853417813768277,-0.15486268173412,-1.08495749526106,0.700693777754407,0.906447059784033,"2015-10-12","2015-10-12 20:00","A"
54511,"北京",-0.348874554342749,-0.679990185683274,-0.495241294332983,-0.425678052795592,0.515445041808566,-0.207322797345796,-0.461911235262631,0.274903315955489,0.219968476876166,0.367039923094266,0.376438818559622,0.725665009359894,-0.0354353822971071,-0.359262480456211,-0.853417813768277,-0.15486268173412,-1.08495749526106,-0.656708230553262,0.933509994805242,"2015-10-13","2015-10-13 20:00","B"
54511,"北京",0.654237534704293,0.33487871779092,0.451123893207793,0.365751576697018,1.86381119478612,-0.220935868552324,0.665311572568923,0.0179557102573447,-0.103844767392897,0.186727043284454,0.277387781270557,0.231850524608272,0.350432041896616,0.584332864722848,0.35462991019802,-0.15486268173412,0.0973515580163404,-0.780108413126687,-0.933832521658149,"2015-10-14","2015-10-14 20:00","D"
54511,"北京",0.71540290598765,0.564042663736706,0.451123893207793,-0.0739315507988762,1.73332414772378,0.704752973491605,0.471849721621643,-0.0314572908384523,-0.151464362138348,0.136640132226173,0.385443458313173,0.540484577578035,0.203434927918055,0.633995777627009,0.182051663917121,-0.15486268173412,-0.612033873950099,-1.02690877827354,0.446377164423488,"2015-10-15","2015-10-15 20:00","D"
54511,"北京",2.59929634151502,1.70986239346563,1.34417273215472,0.18987832569866,2.3857593830355,1.35818039140497,0.803977870357725,0.0574861111339822,-0.0276534158001763,0.176709661072798,0.277387781270557,0.505212114381491,0.295308124154655,1.13062490666862,0.584734238572553,-0.15486268173412,-0.966726589933318,-1.15030896084696,0.175747814211402,"2015-10-16","2015-10-16 20:00","E"
54511,"北京",3.1620177573219,3.64138708072297,3.0902831486032,0.277814951197839,3.03819461834722,0.255521623676169,1.56105112522078,-0.0116920904001335,-0.170512200036528,0.156674896649486,0.250373862009903,0.284759219403088,0.322870083025636,1.2796136453811,0.929890731134353,-0.15486268173412,-1.2031884005888,-1.58220959985395,-0.527888496340021,"2015-10-17","2015-10-17 20:00","F"
54511,"北京",-0.422272999882776,0.33487871779092,-0.375279509996828,-0.337741427296413,0.384957994746222,-0.765458716813459,0.00664665807211201,0.689972525160183,0.705688343279761,0.427144216364203,0.241369222256352,-0.0591472967632196,0.442305238133217,-0.0116220901270842,0.297103828104387,-0.15486268173412,0.33381336867182,-0.101407408972852,0.148684879190193,"2015-10-18","2015-10-18 20:00","B"
54511,"北京",0.0548168961274022,-0.385350826610121,-0.0953686798791339,-0.337741427296413,0.297966630037993,-0.697393360780817,-0.385868426797804,-0.0116920904001335,0.429494693756149,-0.103777040853576,0.034262507924672,-0.0150567177675391,0.0839997728104738,0.633995777627009,1.10246897741525,-0.15486268173412,-0.375572063294619,-0.841808504413399,0.0404331391053591,"2015-10-19","2015-10-19 20:00","C"
54511,"北京",-0.324408405829406,-0.679990185683274,-0.495241294332983,-0.601551303793949,-0.0934945111490396,-0.112031298900097,-0.574857171364801,-0.594765503330537,-0.618136390643763,-0.544541858166449,0.421462017327378,0.611029503971124,0.102374412057794,0.137366648585399,-0.393209157019211,-0.15486268173412,-0.0208793473113994,0.0219927736005723,0.906447059784033,"2015-10-2","2015-10-2 20:00","B"
54511,"北京",-0.936062118662969,-0.532670506146697,-0.561886730075291,-0.689487929293128,-0.267477240565498,-1.16023778180278,-0.344492192780178,0.719620325817661,0.639020910636131,0.837856887042108,-0.316918442463829,-0.711687865899291,-0.026248062673447,1.62725403571023,2.19546453719428,0.747299977920061,-0.730264779277838,-1.45880941728052,-1.98928698748528,"2015-10-22","2015-10-22 20:00","B"
54511,"北京",-0.251009960289379,-0.368981973328279,-0.508570381481445,-0.689487929293128,0.123983900621534,-0.615714933541647,-0.299761128977338,0.126664312668098,0.248540233723437,0.176709661072798,-0.0737931691179437,-0.0238748335666752,0.00131389619753319,1.52792820990191,1.39009938788342,-0.15486268173412,-0.375572063294619,-0.718408321839974,0.419314229402279,"2015-10-23","2015-10-23 20:00","B"
54511,"北京",-0.65470141075953,-0.107080320818809,-0.281975899957597,-0.425678052795592,0.210975265329763,-0.711006431987346,0.018947700617893,0.719620325817661,0.810451451719753,0.35702254088261,-0.0287699703501872,-0.0503291809640835,-0.0629973411680873,1.08096199376446,0.297103828104387,-0.15486268173412,-0.493802968622359,-0.59500813926655,0.0945590091477762,"2015-10-24","2015-10-24 20:00","C"
54511,"北京",-0.45897222265279,-0.532670506146697,-0.162014115621442,-0.689487929293128,-0.397964287627842,-0.847137144052629,-0.47197572461827,0.156312113325576,0.505686045348869,0.0965706033795484,-0.289904523203175,-0.367781349732983,-0.0629973411680873,1.0312990808603,-0.565787403300111,0.321003336545008,0.688506084655039,1.56449505576838,-1.20446187187023,"2015-10-26","2015-10-26 20:00","C"
54511,"北京",-0.642468336502859,-0.876416425065376,-0.628532165817599,-0.689487929293128,-0.615442699398416,-0.765458716813459,-0.726942788294455,-0.051222491276771,-0.0752730105456269,0.00641416347464253,-0.208862765421213,-0.182600917951125,-0.301867651383249,-0.657239957881177,-0.680839567487377,-0.15486268173412,-0.0208793473113994,1.31769469062153,-0.013692730937058,"2015-10-27","2015-10-27 20:00","B"
54511,"北京",-1.04615978697301,-0.958260691474585,-1.01507569312299,-0.689487929293128,-0.963408158231333,-0.751845645606931,-0.824232852065631,0.531850921653633,0.486638207450689,0.336987776459298,-0.199858125667662,-0.279600191741622,-0.246743733641289,-1.20353199982695,-0.680839567487377,-0.15486268173412,1.04319880063826,0.392193321320846,0.635817709571947,"2015-10-28","2015-10-28 20:00","A"
54511,"北京",-1.07062593548635,-0.974629544756426,-1.01507569312299,-0.689487929293128,-1.13739088764779,-0.738232574400402,-0.848834937157192,0.986450531734965,0.839023208567023,0.917995944735358,-0.397960200245791,-0.482416855121753,-0.311054971006909,-1.30285782563527,-0.968469977955543,-0.15486268173412,0.806736989982779,0.762393869041119,0.58169183952953,"2015-10-29","2015-10-29 20:00","A"
54511,"北京",-0.434506074139448,-0.696359038965115,-0.428595858590675,-0.513614678294771,0.0369925359133045,-0.166483583726211,-0.495459533114761,0.235372915078851,0.191396720028896,-0.294107302875044,0.448475936588032,0.487575882783219,0.230996886789035,0.18702956148956,0.182051663917121,-0.15486268173412,-0.257341157966879,-0.101407408972852,0.77113238467799,"2015-10-3","2015-10-3 20:00","B"
54511,"北京",-0.581302965219503,-0.810941011938008,-0.775152124450677,-0.601551303793949,-0.354468605273728,-0.833524072846101,-0.590513043695795,1.37187194028218,1.17236037178518,1.48898673079976,-0.542034436302612,-0.447144391925208,-0.761233632566253,-0.359262480456211,-0.450735239112845,-0.15486268173412,-0.730264779277838,-0.533308047979838,0.635817709571947,"2015-10-30","2015-10-30 20:00","B"
54511,"北京",-0.483438371166133,-0.499932799583013,-0.441924945739136,-0.425678052795592,0.341462312392107,-0.806297930433044,-0.276277320480848,1.3916371407205,1.31521915602153,1.47896934858811,-0.515020517041958,-0.26196396014335,-0.761233632566253,0.336018300202043,-0.508261321206478,-0.15486268173412,-1.2031884005888,-1.02690877827354,0.500503034465905,"2015-10-31","2015-10-31 20:00","B"
54511,"北京",1.60841732672465,0.33487871779092,0.477782067504716,-0.0739315507988762,0.906906182995598,0.881722899176474,0.0726249771813001,0.512085721215314,0.458066450603419,0.627491860597328,0.36743417880607,0.487575882783219,0.377994000767596,0.981636167956136,0.642260320666187,-0.15486268173412,-1.2031884005888,-1.27370914342038,0.311062489317445,"2015-10-4","2015-10-4 20:00","D"
54511,"北京",2.53813097023167,2.18455913863905,1.89066530524165,-0.0739315507988762,1.34186300653675,1.46708496105719,0.619462232171013,0.136546912887257,0.143777125283445,0.186727043284454,0.457480576341583,0.46112153538581,0.479054516627857,1.32927655828526,1.27504722369615,-0.15486268173412,-0.848495684605578,-1.08860886956025,-0.338447951191561,"2015-10-5","2015-10-5 20:00","E"
54511,"北京",3.49231076225202,3.51043625446824,3.07695406145474,-0.249804801797234,1.38535868889086,1.79379867001388,0.952708657502167,-0.0611050914959304,-0.103844767392897,0.0565010745329236,0.493499135355789,0.522848345979763,0.506616475498837,1.52792820990191,1.33257330578979,-0.15486268173412,-1.2031884005888,-1.27370914342038,-0.582014366382438,"2015-10-6","2015-10-6 20:00","F"
54511,"北京",-0.911595970149626,-0.843678718501692,-0.988417518826063,-0.689487929293128,-1.26787793471014,-0.67016721836776,-0.872318745653683,0.235372915078851,0.258064152672527,0.0965706033795484,0.277387781270557,0.364122261595313,0.580115032488118,-1.50150947725191,-1.08352214214281,-0.15486268173412,1.39789151662148,1.44109487319495,0.933509994805242,"2015-10-8","2015-10-8 20:00","A"
54511,"北京",-1.02169363845967,-0.810941011938008,-0.668519427262984,-0.601551303793949,-0.528451334690186,-0.642941075954704,-0.753781426576159,-0.565117702673059,-0.265751389527429,-0.584611387013074,0.034262507924672,0.126033135018639,-0.0446227019207672,-0.756565783689499,-0.738365649581011,-0.15486268173412,1.63435332727696,2.1814959686355,0.852321189741616,"2015-10-9","2015-10-9 20:00","B"
54511,"北京",4.2262952176523,6.81694461740029,5.79608783974091,2.30035733767895,4.08209099484597,-1.52779070437905,8.11191541914662,0.25513811551717,0.343779423214338,0.306935629824329,-1.24439633707961,-1.61995379321031,-0.889856107297494,2.32253481636848,3.57609050744148,-0.15486268173412,-0.257341157966879,-1.3354092347071,-1.98928698748528,"2015-12-1","2015-12-1 20:00","F"
54511,"北京",-0.960528267176311,1.08784596875564,-0.908442995935294,0.805434704192913,0.515445041808566,-0.724619503193874,1.29601957218896,0.808563727790096,0.800927532770663,0.877926415888733,-0.812173628909151,-0.843959602886333,-0.871481468050174,0.336018300202043,-0.508261321206478,-0.15486268173412,0.45204427399956,0.453893412607558,0.283999554296236,"2015-12-10","2015-12-10 20:00","A"
54511,"北京",-0.140912291979338,-0.549039359428539,-0.441924945739136,0.18987832569866,0.341462312392107,-0.983267856117913,0.018947700617893,1.17421993589899,1.08664510124337,1.35876076204823,-1.10032210102279,-1.10850307686042,-1.0736024997707,-0.110947915935406,-0.278156992831945,-0.15486268173412,-0.966726589933318,-1.15030896084696,0.148684879190193,"2015-12-11","2015-12-11 20:00","B"
54511,"北京",2.19560489104487,0.613149223582231,0.677718374731641,0.98130795519127,1.5158457359532,-1.39165999231376,1.45481484868904,0.887624529543371,0.762831856974302,1.04822191348689,-1.16335457929765,-1.20550235065091,-0.963354664286774,1.0312990808603,0.929890731134353,-0.15486268173412,-1.43965021124428,-1.39710932599381,-1.4209653520399,"2015-12-12","2015-12-12 20:00","D"
54511,"北京",2.15890566827486,1.66075583362011,1.6640708237178,2.03654746118142,2.12478528891081,-1.37804692110724,2.85601542231299,0.966685331296646,0.877118884363383,1.19848264666173,-1.14534529979055,-1.29368350864227,-1.00010394278141,1.08096199376446,1.15999505950889,-0.15486268173412,-0.848495684605578,-1.58220959985395,-1.44802828706111,"2015-12-13","2015-12-13 20:00","E"
54511,"北京",-1.04615978697301,2.10271487222984,-0.321963161402982,1.06924458069045,1.90730687714024,-0.915202500085271,2.64018803946428,0.620794323626067,0.60092523483977,0.747700447137202,-1.10932674077634,-1.34659220343709,-0.770420952189913,1.77624277442271,0.872364649040719,0.0235870751205527,-0.612033873950099,-0.903508595700111,-1.77278350731561,"2015-12-14","2015-12-14 20:00","B"
54511,"北京",-1.10732515825637,-0.958260691474585,-1.12170839031068,-0.601551303793949,-1.26787793471014,-0.792684859226516,-0.742598660625449,0.887624529543371,0.848547127516113,0.93803070915867,-1.04629426250149,-1.35541031923623,-0.797982911060893,-1.05454326111447,-0.565787403300111,-0.15486268173412,2.10727694858792,1.44109487319495,0.311062489317445,"2015-12-15","2015-12-15 20:00","A"
54511,"北京",-1.18072360379639,-0.990998398038268,-1.13503747745914,-0.601551303793949,-1.35486929941837,-0.956041713704856,-0.759372809551514,1.3916371407205,1.36283875076698,1.47896934858811,-1.29842417560092,-1.53177263521895,-0.972541983910434,-1.15386908692279,-0.508261321206478,-0.15486268173412,2.22550785391566,1.50279496448167,0.338125424338653,"2015-12-16","2015-12-16 20:00","A"
54511,"北京",0.531906792137581,-0.434457386455646,-0.428595858590675,0.453688202196197,0.210975265329763,-1.14662471059625,0.119592594174282,1.52999354378873,1.41998226446152,1.64926484618626,-1.46050769116485,-1.3730465508345,-1.49621920245906,-0.359262480456211,-0.335683074925578,-0.15486268173412,-0.848495684605578,-0.409907865406413,0.0404331391053591,"2015-12-17","2015-12-17 20:00","B"
54511,"北京",-0.507904519679475,-0.00886720112775839,-0.215330464215289,0.629561453194555,0.732923453579139,-0.915202500085271,0.77490267888588,1.59917174532285,1.58188888659605,1.64926484618626,-1.24439633707961,-1.06441249786474,-1.3492220884805,-0.160610828839567,-0.393209157019211,-0.15486268173412,-0.612033873950099,0.392193321320846,0.338125424338653,"2015-12-18","2015-12-18 20:00","C"
54511,"北京",0.752102128757663,0.711362343273282,0.477782067504716,1.50892770818634,1.5158457359532,-1.35082077869418,1.82049129527725,1.77705854926772,1.70569983293422,1.85962987263104,-1.32543809486158,-1.28486539284314,-1.29409817073854,0.981636167956136,1.04494289532162,-0.15486268173412,-0.966726589933318,-1.39710932599381,-0.771454911530898,"2015-12-19","2015-12-19 20:00","D"
54511,"北京",-1.009460564203,0.367616424354604,0.211200324535484,-0.161868176298055,-0.397964287627842,-0.942428642498328,0.576967721558315,0.363846717927923,0.191396720028896,0.527318038480766,-0.974257144473074,-1.19668423485178,-1.04604054089971,-1.05454326111447,-0.508261321206478,-0.15486268173412,1.98904604326018,2.1814959686355,-0.338447951191561,"2015-12-2","2015-12-2 20:00","C"
54511,"北京",2.39133407915161,1.84081321972037,1.46413451649088,1.59686433368552,2.25527233597315,-1.43249920593335,2.55072591185861,0.927154930420008,1.19140820968336,0.958065473581983,-1.32543809486158,-1.41713712983018,-1.0736024997707,1.57759112280607,1.67772979835158,-0.15486268173412,-1.32141930591654,-1.82900996500079,-1.88103524740045,"2015-12-20","2015-12-20 20:00","E"
54511,"北京",3.00298779198517,2.49556735099404,2.22389248395319,0.98130795519127,2.29876801832727,-1.39165999231376,3.18926184764414,0.956802731077486,0.877118884363383,1.11834358896848,-1.32543809486158,-1.20550235065091,-1.26653621186756,1.52792820990191,0.987416813227986,-0.15486268173412,-1.43965021124428,-1.27370914342038,-0.203133276085518,"2015-12-21","2015-12-21 20:00","F"
54511,"北京",3.99386680677554,3.44496084134087,3.98333198755013,1.59686433368552,2.42925506538961,-1.43249920593335,4.1543345491904,1.04574613304992,0.943786317007014,1.21851741108504,-1.34344737436868,-1.61113567741117,-1.22059961374926,1.82590568732687,2.65567319394335,-0.15486268173412,-0.493802968622359,-1.27370914342038,-1.98928698748528,"2015-12-22","2015-12-22 20:00","F"
54511,"北京",2.34240178212493,3.47769854790455,3.70342115743243,0.98130795519127,2.29876801832727,-0.901589428878743,4.48087131495113,0.907389729981689,0.772355775923392,1.07827406012186,-1.18136385880475,-1.07323061366387,-1.05522786052337,1.47826529699775,0.52720815647892,-0.15486268173412,-1.43965021124428,-1.3354092347071,-0.744391976509689,"2015-12-23","2015-12-23 20:00","F"
54511,"北京",1.58395117821131,0.891419729373542,1.37083090645165,0.717498078693734,1.16788027712029,-0.765458716813459,1.27812714666782,0.996333131954124,0.858071046465203,1.21851741108504,-1.24439633707961,-1.38186466663363,-1.02766590165239,1.08096199376446,1.04494289532162,-0.15486268173412,-0.612033873950099,-1.02690877827354,-1.06914719676419,"2015-12-24","2015-12-24 20:00","E"
54511,"北京",1.00899668814776,0.465829544045655,0.557756590395486,0.893371329692092,1.16788027712029,-1.30998156507459,1.18419191268186,1.77705854926772,1.71522375188331,1.89969940147767,-1.5055308899326,-1.3730465508345,-1.54215580057736,0.385681213106204,0.0094734176362212,-0.15486268173412,-0.848495684605578,-1.3354092347071,0.148684879190193,"2015-12-28","2015-12-28 20:00","D"
54511,"北京",3.95716758400553,2.74110015022167,2.45048696547704,1.94861083568224,2.73372484186842,-1.44611227713988,3.00250965626728,1.15445473546067,1.27712348022517,1.17844788223842,-1.37946593338288,-1.39068278243277,-1.26653621186756,1.08096199376446,1.10246897741525,-0.15486268173412,-0.966726589933318,-1.39710932599381,-0.744391976509689,"2015-12-29","2015-12-29 20:00","F"
54511,"北京",-1.14402438102638,-0.958260691474585,-1.01507569312299,-0.513614678294771,-1.39836498177248,-0.9288155712918,-0.813050086114921,0.670207324721864,0.734260100127032,0.637509242808984,-1.19036849855831,-1.470045824625,-0.871481468050174,-1.10420617401863,-0.393209157019211,-0.15486268173412,2.9348932858821,2.05809578606208,0.446377164423488,"2015-12-3","2015-12-3 20:00","A"
54511,"北京",-0.984994415689654,1.21879679501038,0.091238540199329,0.365751576697018,0.906906182995598,-0.724619503193874,1.35752478491786,1.30269373874806,1.2485517233779,1.37879552647154,-1.04629426250149,-1.12613930845869,-1.14710105675998,-0.160610828839567,-0.220630910738312,-0.15486268173412,0.806736989982779,0.392193321320846,0.0945590091477762,"2015-12-30","2015-12-30 20:00","C"
